areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
overview,United Kingdom,K02000001,2020-04-12,3507,92318,3507,92318,,
overview,United Kingdom,K02000001,2020-04-11,3585,88811,3585,88811,,
overview,United Kingdom,K02000001,2020-04-10,4327,85226,4327,85226,,
overview,United Kingdom,K02000001,2020-04-09,4875,80899,4875,80899,,
overview,United Kingdom,K02000001,2020-04-08,5146,76024,5146,76024,,
overview,United Kingdom,K02000001,2020-04-07,5477,70878,5477,70878,,
overview,United Kingdom,K02000001,2020-04-06,5273,65401,5273,65401,,
overview,United Kingdom,K02000001,2020-04-05,3556,60128,3556,60128,,
overview,United Kingdom,K02000001,2020-04-04,3976,56572,3976,56572,,
overview,United Kingdom,K02000001,2020-04-03,4853,52596,4853,52596,,
overview,United Kingdom,K02000001,2020-04-02,4824,47743,4824,47743,,
overview,United Kingdom,K02000001,2020-04-01,4891,42919,4891,42919,,
overview,United Kingdom,K02000001,2020-03-31,4463,38028,4463,38028,,
overview,United Kingdom,K02000001,2020-03-30,4195,33565,4195,33565,,
overview,United Kingdom,K02000001,2020-03-29,2818,29370,2818,29370,,
overview,United Kingdom,K02000001,2020-03-28,2774,26552,2774,26552,,
overview,United Kingdom,K02000001,2020-03-27,3154,23778,3154,23778,,
overview,United Kingdom,K02000001,2020-03-26,3039,20624,3039,20624,,
overview,United Kingdom,K02000001,2020-03-25,2666,17585,2666,17585,,
overview,United Kingdom,K02000001,2020-03-24,2354,14919,2354,14919,,
overview,United Kingdom,K02000001,2020-03-23,2290,12565,2290,12565,,
overview,United Kingdom,K02000001,2020-03-22,1362,10275,1362,10275,,
overview,United Kingdom,K02000001,2020-03-21,1181,8913,1181,8913,,
overview,United Kingdom,K02000001,2020-03-20,1252,7732,1252,7732,,
overview,United Kingdom,K02000001,2020-03-19,1042,6480,1042,6480,,
overview,United Kingdom,K02000001,2020-03-18,981,5438,981,5438,,
overview,United Kingdom,K02000001,2020-03-17,783,4457,783,4457,,
overview,United Kingdom,K02000001,2020-03-16,602,3674,602,3674,,
overview,United Kingdom,K02000001,2020-03-15,441,3072,441,3072,,
overview,United Kingdom,K02000001,2020-03-14,352,2631,352,2631,,
overview,United Kingdom,K02000001,2020-03-13,478,2279,478,2279,,
overview,United Kingdom,K02000001,2020-03-12,484,1801,484,1801,,
overview,United Kingdom,K02000001,2020-03-11,403,1317,403,1317,,
overview,United Kingdom,K02000001,2020-03-10,265,914,265,914,,
overview,United Kingdom,K02000001,2020-03-09,148,649,148,649,,
overview,United Kingdom,K02000001,2020-03-08,55,501,55,501,,
overview,United Kingdom,K02000001,2020-03-07,68,446,68,446,,
overview,United Kingdom,K02000001,2020-03-06,83,378,83,378,,
overview,United Kingdom,K02000001,2020-03-05,49,295,49,295,,
overview,United Kingdom,K02000001,2020-03-04,56,246,56,246,,
overview,United Kingdom,K02000001,2020-03-03,57,190,57,190,,
overview,United Kingdom,K02000001,2020-03-02,41,133,41,133,,
overview,United Kingdom,K02000001,2020-03-01,20,92,20,92,,
overview,United Kingdom,K02000001,2020-02-29,4,72,4,72,,
overview,United Kingdom,K02000001,2020-02-28,12,68,12,68,,
overview,United Kingdom,K02000001,2020-02-27,8,56,8,56,,
overview,United Kingdom,K02000001,2020-02-26,2,48,2,48,,
overview,United Kingdom,K02000001,2020-02-25,3,46,3,46,,
overview,United Kingdom,K02000001,2020-02-24,2,43,2,43,,
overview,United Kingdom,K02000001,2020-02-23,6,41,6,41,,
overview,United Kingdom,K02000001,2020-02-22,0,35,0,35,,
overview,United Kingdom,K02000001,2020-02-21,2,35,2,35,,
overview,United Kingdom,K02000001,2020-02-20,0,33,0,33,,
overview,United Kingdom,K02000001,2020-02-19,0,33,0,33,,
overview,United Kingdom,K02000001,2020-02-18,0,33,0,33,,
overview,United Kingdom,K02000001,2020-02-17,1,33,1,33,,
overview,United Kingdom,K02000001,2020-02-16,0,32,0,32,,
overview,United Kingdom,K02000001,2020-02-15,0,32,0,32,,
overview,United Kingdom,K02000001,2020-02-14,0,32,0,32,,
overview,United Kingdom,K02000001,2020-02-13,1,32,1,32,,
overview,United Kingdom,K02000001,2020-02-12,1,31,1,31,,
overview,United Kingdom,K02000001,2020-02-11,4,30,4,30,,
overview,United Kingdom,K02000001,2020-02-10,1,26,1,26,,
overview,United Kingdom,K02000001,2020-02-09,1,25,1,25,,
overview,United Kingdom,K02000001,2020-02-08,3,24,3,24,,
overview,United Kingdom,K02000001,2020-02-07,0,21,0,21,,
overview,United Kingdom,K02000001,2020-02-06,0,21,0,21,,
overview,United Kingdom,K02000001,2020-02-05,1,21,1,21,,
overview,United Kingdom,K02000001,2020-02-04,0,20,0,20,,
overview,United Kingdom,K02000001,2020-02-03,18,20,18,20,,
overview,United Kingdom,K02000001,2020-02-02,1,2,1,2,,
overview,United Kingdom,K02000001,2020-02-01,0,1,0,1,,
overview,United Kingdom,K02000001,2020-01-31,0,1,0,1,,
overview,United Kingdom,K02000001,2020-01-30,1,1,1,1,,
